id_servico,id_cliente,id_heroi,dt_checkin,dt_checkout,tipo_servico,status_conversao_servico,servico_com_taxas,teve_resposta_formatado,tempo_de_resposta_horas,valor_inicial,status_conversao_cliente,quantidade_herois_contatados
1200299,3210646,2637653,2025-03-01,2025-03-01,pet_sitting,Convertido,0.0,Sim,4.611388889,805.0,Converteu uma das necessidades,4
1190872,2280836,2986231,2025-03-01,2025-03-01,pet_sitting,Não Convertido,39.0,Sim,17.083055556,32.0,Converteu uma das necessidades,6
3323267,2369675,318949,2025-03-01,2025-03-05,boarding,Não Convertido,0.0,Sim,0.144722222,540.0,Não Converteu nenhuma das necessidades,6
3320601,1520944,1193268,2025-02-27,2025-03-05,boarding,Não Convertido,0.0,Sim,0.519722222,588.0,Não Converteu nenhuma das necessidades,2
3303473,3198184,353879,2025-03-01,2025-03-07,boarding,Não Convertido,0.0,Sim,0.0125,510.0,Não Converteu nenhuma das necessidades,2
3317472,3210455,3129741,2025-03-04,2025-03-12,boarding,Não Convertido,0.0,Sim,8.658055556,560.0,Não Converteu nenhuma das necessidades,1
3319131,3211580,2692727,2025-02-28,2025-03-05,boarding,Não Convertido,215.60000610351562,Sim,146.906388889,175.0,Não Converteu nenhuma das necessidades,1
3324146,3182102,2991211,2025-02-27,2025-03-05,boarding,Não Convertido,1072.719970703125,Não,,420.0,Não Converteu nenhuma das necessidades,8
3317064,3209846,372414,2025-02-21,2025-03-01,boarding,Não Convertido,1236.0,Sim,21.243888889,544.0,Não Converteu nenhuma das necessidades,1
1195885,3206573,2635163,2025-03-04,2025-03-04,pet_sitting,Não Convertido,100.0,Sim,12.538055556,96.0,Não Converteu nenhuma das necessidades,4
3292283,259253,647659,2025-03-03,2025-03-07,boarding,Convertido,1655.0,Sim,772.451111111,440.0,Converteu uma das necessidades,2
3320152,1747984,1601374,2025-03-01,2025-03-04,boarding,Convertido,265.44000244140625,Sim,16.034722222,207.0,Converteu uma das necessidades,1
3324656,1922110,2212356,2025-02-28,2025-03-05,boarding,Convertido,442.39999389648438,Sim,0.026388889,375.0,Converteu uma das necessidades,1
3323418,3213785,1742229,2025-03-01,2025-03-09,boarding,Convertido,677.239990234375,Sim,0.150833333,600.0,Converteu uma das necessidades,2
3318521,2235830,2820421,2025-02-26,2025-03-05,boarding,Convertido,509.60000610351562,Sim,0.050833333,455.0,Converteu uma das necessidades,4
1206240,2882937,1335347,2025-03-02,2025-03-02,pet_sitting,Não Convertido,37.0,Sim,0,37.0,Não Converteu nenhuma das necessidades,2
1199002,3209812,2874950,2025-03-03,2025-03-03,pet_sitting,Não Convertido,315.0,Sim,0.061666667,315.0,Não Converteu nenhuma das necessidades,2
3306282,2491403,1078510,2025-02-20,2025-03-05,boarding,Convertido,2050.0,Sim,,2210.0,Converteu uma das necessidades,1
1195565,2828673,2626639,2025-03-01,2025-03-01,pet_sitting,Não Convertido,490.0,Sim,0,490.0,Converteu uma das necessidades,8
3314631,3208001,2101710,2025-02-23,2025-03-03,boarding,Convertido,544.32000732421875,Sim,0.086111111,480.0,Converteu uma das necessidades,1
3325180,3215481,1559918,2025-02-28,2025-03-04,boarding,Convertido,980.0,Sim,0.126111111,440.0,Converteu uma das necessidades,1
3319858,3078904,2820421,2025-02-28,2025-03-05,boarding,Convertido,372.77999877929688,Sim,2.109166667,325.0,Converteu uma das necessidades,1
1202418,2757415,1909284,2025-03-05,2025-03-05,pet_sitting,Não Convertido,67.0,Sim,1.402222222,67.0,Não Converteu nenhuma das necessidades,3
3289410,1593765,520384,2025-02-28,2025-03-05,boarding,Convertido,437.92001342773438,Sim,12.058055556,500.0,Converteu uma das necessidades,1
3317765,2354414,261722,2025-02-27,2025-03-05,boarding,Convertido,487.20001220703125,Sim,0.083055556,390.0,Converteu uma das necessidades,1
3326594,2369670,2837691,2025-03-04,2025-03-06,boarding,Convertido,188.16000366210938,Sim,0.089722222,108.0,Converteu uma das necessidades,1
3316784,3179500,1430994,2025-02-22,2025-03-01,boarding,Convertido,1141.9200439453125,Sim,1.311666667,525.0,Converteu uma das necessidades,1
1201408,3212210,2634811,2025-03-01,2025-03-01,pet_sitting,Convertido,102.0,Sim,15.761388889,102.0,Converteu uma das necessidades,2
3311950,3005206,1097054,2025-03-01,2025-03-05,boarding,Convertido,258.94400024414062,Sim,220.262777778,272.0,Converteu uma das necessidades,2
1200946,3208442,470066,2025-03-01,2025-03-01,pet_sitting,Não Convertido,570.0,Sim,0.055833333,570.0,Não Converteu nenhuma das necessidades,2
1206567,1351768,2442964,2025-03-02,2025-03-02,pet_sitting,Não Convertido,384.0,Sim,0,384.0,Não Converteu nenhuma das necessidades,1
3324047,2872865,91948,2025-03-01,2025-03-04,boarding,Convertido,341.60000610351562,Sim,0.074166667,285.0,Converteu uma das necessidades,3
1204380,3208693,1342454,2025-03-04,2025-03-04,pet_sitting,Não Convertido,30.0,Não,,20.0,Converteu uma das necessidades,6
1198280,2213293,1140987,2025-03-03,2025-03-03,pet_sitting,Não Convertido,25.0,Sim,,20.0,Não Converteu nenhuma das necessidades,3
1203701,1485440,2626407,2025-03-01,2025-03-01,pet_sitting,Não Convertido,25.0,Sim,,20.0,Converteu uma das necessidades,2
1193807,2506102,1174522,2025-03-04,2025-03-04,pet_sitting,Não Convertido,35.0,Sim,20.368333333,25.0,Converteu uma das necessidades,4
1205411,3146249,2633407,2025-03-03,2025-03-03,pet_sitting,Não Convertido,30.0,Sim,,30.0,Converteu uma das necessidades,6
1206947,3216054,2625027,2025-03-05,2025-03-05,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,1
1203950,2711604,2626702,2025-03-04,2025-03-04,pet_sitting,Não Convertido,50.0,Sim,56.157222222,30.0,Não Converteu nenhuma das necessidades,4
1204622,2583893,2604447,2025-03-04,2025-03-04,pet_sitting,Não Convertido,70.0,Sim,,30.0,Não Converteu nenhuma das necessidades,2
1207343,3216114,2640748,2025-03-04,2025-03-04,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,1
1192235,2016067,2631646,2025-03-03,2025-03-03,pet_sitting,Não Convertido,45.0,Sim,,30.0,Não Converteu nenhuma das necessidades,4
1180431,3189481,2669622,2025-03-01,2025-03-01,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,3
1204273,921624,3008677,2025-03-04,2025-03-04,pet_sitting,Não Convertido,70.0,Sim,,30.0,Converteu uma das necessidades,2
1196546,3201582,2707718,2025-03-02,2025-03-02,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,7
1201763,232917,2497109,2025-03-04,2025-03-04,pet_sitting,Não Convertido,45.0,Sim,,30.0,Não Converteu nenhuma das necessidades,5
1201963,149568,1516991,2025-03-01,2025-03-01,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,4
1205020,661740,2566108,2025-03-01,2025-03-01,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,3
1202722,2627684,2606992,2025-03-02,2025-03-02,pet_sitting,Não Convertido,30.0,Sim,0.151666667,30.0,Não Converteu nenhuma das necessidades,2
1205697,3201188,2654544,2025-03-04,2025-03-04,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,5
1205108,201874,2284606,2025-03-04,2025-03-04,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,5
1199757,3210516,2654080,2025-03-03,2025-03-03,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,1
1182570,2343342,3129785,2025-03-03,2025-03-03,pet_sitting,Não Convertido,37.0,Sim,1.289444444,30.0,Não Converteu nenhuma das necessidades,10
1200205,3209447,3142109,2025-03-01,2025-03-01,pet_sitting,Não Convertido,50.0,Sim,106.965555556,30.0,Não Converteu nenhuma das necessidades,4
1190298,909903,2626569,2025-03-02,2025-03-02,pet_sitting,Convertido,35.0,Não,,35.0,Converteu uma das necessidades,1
1204661,3212440,97457,2025-03-02,2025-03-02,pet_sitting,Convertido,35.0,Sim,0.108611111,35.0,Converteu uma das necessidades,2
1203811,1817366,1525628,2025-03-03,2025-03-03,pet_sitting,Convertido,35.0,Sim,,35.0,Converteu uma das necessidades,1
1204660,3212440,97457,2025-03-01,2025-03-01,pet_sitting,Convertido,35.0,Sim,0.108611111,35.0,Converteu uma das necessidades,2
1197067,1115048,476356,2025-03-01,2025-03-01,pet_sitting,Convertido,45.0,Sim,0.080555556,35.0,Converteu uma das necessidades,1
1197785,3206460,2693600,2025-03-01,2025-03-01,pet_sitting,Não Convertido,35.0,Sim,,35.0,Não Converteu nenhuma das necessidades,8
1192254,2501318,3158507,2025-03-01,2025-03-01,pet_sitting,Não Convertido,35.0,Sim,209.017777778,35.0,Não Converteu nenhuma das necessidades,2
1193799,3124538,97457,2025-03-03,2025-03-03,pet_sitting,Não Convertido,55.0,Sim,,35.0,Converteu uma das necessidades,1
1191845,3119638,2083572,2025-03-01,2025-03-01,pet_sitting,Não Convertido,35.0,Sim,8.01,35.0,Converteu uma das necessidades,1
1197151,2442008,2013549,2025-03-01,2025-03-01,pet_sitting,Não Convertido,35.0,Sim,,35.0,Não Converteu nenhuma das necessidades,6
1205485,3215006,2596594,2025-03-02,2025-03-02,pet_sitting,Não Convertido,80.0,Sim,,35.0,Não Converteu nenhuma das necessidades,2
1207918,3216819,823831,2025-03-05,2025-03-05,day_care,Não Convertido,35.0,Sim,,35.0,Não Converteu nenhuma das necessidades,2
1199565,2681607,2398824,2025-03-02,2025-03-02,pet_sitting,Não Convertido,35.0,Sim,110.909166667,35.0,Converteu uma das necessidades,4
1197311,170659,2237386,2025-03-03,2025-03-03,pet_sitting,Não Convertido,46.0,Sim,165.74,35.0,Não Converteu nenhuma das necessidades,2
1200354,3208899,2664768,2025-03-01,2025-03-01,pet_sitting,Não Convertido,35.0,Sim,0.108055556,35.0,Não Converteu nenhuma das necessidades,3
1198994,25456,1841050,2025-03-02,2025-03-02,pet_sitting,Não Convertido,40.0,Sim,93.697777778,40.0,Não Converteu nenhuma das necessidades,2
1202735,3213050,2197775,2025-03-02,2025-03-02,pet_sitting,Convertido,45.0,Sim,0.050555556,40.0,Converteu uma das necessidades,1
1204926,3105060,2471959,2025-03-04,2025-03-04,pet_sitting,Convertido,40.0,Sim,,40.0,Converteu uma das necessidades,1
1200829,2678995,2471959,2025-03-03,2025-03-03,pet_sitting,Convertido,46.0,Sim,1.736388889,40.0,Converteu uma das necessidades,1
1204085,2748049,2626569,2025-03-02,2025-03-02,pet_sitting,Convertido,70.0,Sim,,40.0,Converteu uma das necessidades,1
1105796,2950217,2580977,2025-03-04,2025-03-04,pet_sitting,Não Convertido,0.0,Sim,0.326388889,40.0,Não Converteu nenhuma das necessidades,1
1193880,3144616,2421166,2025-03-01,2025-03-01,pet_sitting,Não Convertido,40.0,Sim,4.594166667,40.0,Converteu uma das necessidades,1
1206263,502736,2492571,2025-03-01,2025-03-02,day_care,Não Convertido,40.0,Sim,,40.0,Não Converteu nenhuma das necessidades,10
1198194,2799516,2559436,2025-03-03,2025-03-03,pet_sitting,Não Convertido,40.0,Sim,,40.0,Converteu uma das necessidades,6
1205700,3201188,2573474,2025-03-03,2025-03-03,pet_sitting,Não Convertido,40.0,Sim,,40.0,Não Converteu nenhuma das necessidades,5
1198514,3206460,1841050,2025-03-05,2025-03-05,pet_sitting,Não Convertido,40.0,Sim,102.721944444,40.0,Não Converteu nenhuma das necessidades,8
1202975,3210513,3144974,2025-03-05,2025-03-05,pet_sitting,Não Convertido,60.0,Sim,,40.0,Não Converteu nenhuma das necessidades,3
1194907,2816328,2303549,2025-03-01,2025-03-01,pet_sitting,Não Convertido,40.0,Sim,,40.0,Não Converteu nenhuma das necessidades,1
1202223,2011394,2664674,2025-03-04,2025-03-04,pet_sitting,Não Convertido,55.0,Sim,,40.0,Converteu uma das necessidades,3
1206723,2908948,2623008,2025-03-03,2025-03-03,pet_sitting,Não Convertido,70.0,Sim,,40.0,Não Converteu nenhuma das necessidades,1
1204251,2400208,2657870,2025-03-01,2025-03-01,pet_sitting,Não Convertido,40.0,Sim,,40.0,Não Converteu nenhuma das necessidades,2
1202608,3167179,2342569,2025-03-01,2025-03-01,pet_sitting,Não Convertido,40.0,Sim,15.033055556,40.0,Não Converteu nenhuma das necessidades,2
1202452,2484367,2998418,2025-03-03,2025-03-03,pet_sitting,Não Convertido,75.0,Sim,,40.0,Não Converteu nenhuma das necessidades,6
1202164,3212771,1595821,2025-03-02,2025-03-02,pet_sitting,Não Convertido,40.0,Sim,2.461944444,40.0,Não Converteu nenhuma das necessidades,1
1204327,2711604,1909284,2025-03-04,2025-03-04,pet_sitting,Não Convertido,40.0,Sim,,40.0,Não Converteu nenhuma das necessidades,4
1165057,2206732,2349473,2025-03-04,2025-03-04,pet_sitting,Não Convertido,70.0,Sim,,40.0,Não Converteu nenhuma das necessidades,1
1203346,3213364,2882825,2025-03-01,2025-03-01,day_care,Não Convertido,40.0,Sim,,40.0,Não Converteu nenhuma das necessidades,2
1199235,3210009,2303549,2025-03-03,2025-03-03,pet_sitting,Não Convertido,79.0,Sim,,40.0,Não Converteu nenhuma das necessidades,3
1194242,3110387,2626569,2025-03-03,2025-03-03,pet_sitting,Não Convertido,60.0,Sim,,40.0,Não Converteu nenhuma das necessidades,1
1206073,2945558,2977421,2025-03-04,2025-03-04,pet_sitting,Não Convertido,50.0,Sim,0.033888889,40.0,Não Converteu nenhuma das necessidades,4
1200036,3210646,2626569,2025-03-04,2025-03-04,pet_sitting,Não Convertido,90.0,Sim,2.333611111,40.0,Converteu uma das necessidades,4
1194119,3200324,2720257,2025-03-03,2025-03-03,pet_sitting,Não Convertido,0.0,Sim,0.044166667,40.0,Não Converteu nenhuma das necessidades,1
1199219,1293377,2664897,2025-03-01,2025-03-01,pet_sitting,Não Convertido,40.0,Sim,0.934166667,40.0,Não Converteu nenhuma das necessidades,3
1202277,2778327,2571507,2025-03-04,2025-03-04,pet_sitting,Não Convertido,40.0,Sim,0.006944444,40.0,Não Converteu nenhuma das necessidades,4
1205181,1983915,3140700,2025-03-02,2025-03-02,pet_sitting,Não Convertido,40.0,Sim,0.266388889,40.0,Não Converteu nenhuma das necessidades,22
1179556,3135259,1738401,2025-03-04,2025-03-04,pet_sitting,Não Convertido,40.0,Sim,0.838611111,40.0,Não Converteu nenhuma das necessidades,13
1192266,3201194,2625165,2025-03-02,2025-03-02,pet_sitting,Não Convertido,40.0,Sim,0.038611111,40.0,Não Converteu nenhuma das necessidades,2
1201272,994876,1713536,2025-03-03,2025-03-03,pet_sitting,Não Convertido,0.0,Sim,376.192222222,45.0,Não Converteu nenhuma das necessidades,3
1185495,2269748,2657788,2025-03-05,2025-03-05,pet_sitting,Não Convertido,0.0,Sim,0.0075,45.0,Não Converteu nenhuma das necessidades,6
1203944,2908336,271674,2025-03-05,2025-03-05,day_care,Não Convertido,45.0,Sim,0.195277778,45.0,Converteu uma das necessidades,1
1197705,3207297,3130772,2025-03-03,2025-03-03,pet_sitting,Convertido,85.0,Sim,0.047777778,45.0,Converteu uma das necessidades,1
1206566,3194736,84269,2025-03-02,2025-03-02,pet_sitting,Convertido,45.0,Sim,,45.0,Converteu uma das necessidades,1
1207307,3216394,2618682,2025-03-04,2025-03-04,pet_sitting,Não Convertido,0.0,Sim,0.098888889,45.0,Não Converteu nenhuma das necessidades,2
1198855,3206460,625810,2025-03-05,2025-03-05,pet_sitting,Não Convertido,0.0,Sim,1.521388889,45.0,Não Converteu nenhuma das necessidades,8
1180960,275816,2827306,2025-03-04,2025-03-04,pet_sitting,Não Convertido,70.0,Sim,,45.0,Não Converteu nenhuma das necessidades,4
1173786,3135259,2167352,2025-03-04,2025-03-04,pet_sitting,Não Convertido,45.0,Sim,347.110277778,45.0,Não Converteu nenhuma das necessidades,13
1207969,147423,2490549,2025-03-05,2025-03-05,pet_sitting,Não Convertido,65.0,Sim,,45.0,Não Converteu nenhuma das necessidades,1
1205891,2817841,2021563,2025-03-05,2025-03-05,pet_sitting,Não Convertido,45.0,Sim,,45.0,Não Converteu nenhuma das necessidades,6
1199446,3179644,2492305,2025-03-01,2025-03-01,day_care,Não Convertido,45.0,Sim,20.411666667,45.0,Não Converteu nenhuma das necessidades,3
1194333,2658000,1292057,2025-03-03,2025-03-03,pet_sitting,Não Convertido,75.0,Sim,5.086388889,45.0,Não Converteu nenhuma das necessidades,4
1205926,1524790,2646559,2025-03-03,2025-03-03,pet_sitting,Não Convertido,60.0,Sim,,45.0,Não Converteu nenhuma das necessidades,6
1180347,3189455,2631967,2025-03-02,2025-03-02,pet_sitting,Não Convertido,55.0,Sim,2.539722222,45.0,Não Converteu nenhuma das necessidades,1
1196220,2608382,1691590,2025-03-01,2025-03-01,pet_sitting,Não Convertido,45.0,Sim,,45.0,Não Converteu nenhuma das necessidades,2
1207279,3216355,127339,2025-03-03,2025-03-04,day_care,Não Convertido,0.0,Sim,0.081388889,45.0,Não Converteu nenhuma das necessidades,4
1175872,191778,2216426,2025-03-03,2025-03-03,pet_sitting,Não Convertido,0.0,Sim,0.114444444,45.0,Não Converteu nenhuma das necessidades,2
1198557,2376970,2935941,2025-03-02,2025-03-02,pet_sitting,Não Convertido,45.0,Sim,2.81,45.0,Converteu uma das necessidades,9
1197147,3208010,2390346,2025-03-03,2025-03-03,pet_sitting,Não Convertido,0.0,Sim,0.711388889,45.0,Não Converteu nenhuma das necessidades,2
1192225,3203282,2514620,2025-03-02,2025-03-02,pet_sitting,Não Convertido,45.0,Não,,45.0,Não Converteu nenhuma das necessidades,3
1201454,3208442,1946028,2025-03-01,2025-03-01,pet_sitting,Não Convertido,45.0,Sim,0.293888889,45.0,Não Converteu nenhuma das necessidades,2
1194773,927216,2531585,2025-03-04,2025-03-04,pet_sitting,Não Convertido,45.0,Sim,0.177777778,45.0,Não Converteu nenhuma das necessidades,1
3324020,1809422,757535,2025-03-02,2025-03-03,boarding,Convertido,50.400001525878906,Sim,0,45.0,Converteu uma das necessidades,1
1181030,441109,1841050,2025-03-02,2025-03-02,pet_sitting,Convertido,45.0,Sim,0.014722222,45.0,Converteu uma das necessidades,1
1202807,3213046,1929176,2025-03-02,2025-03-02,pet_sitting,Não Convertido,65.0,Sim,673.211666667,50.0,Não Converteu nenhuma das necessidades,4
1190877,2280836,90264,2025-03-02,2025-03-02,pet_sitting,Não Convertido,0.0,Não,,50.0,Converteu uma das necessidades,6
3325433,3114578,2682869,2025-03-02,2025-03-03,boarding,Não Convertido,145.60000610351562,Não,,50.0,Não Converteu nenhuma das necessidades,3
1193753,3204895,2081528,2025-03-01,2025-03-01,pet_sitting,Convertido,50.0,Sim,1.935277778,50.0,Converteu uma das necessidades,2
1196630,2452917,366039,2025-03-01,2025-03-02,pet_sitting,Convertido,50.0,Sim,,50.0,Converteu uma das necessidades,1
1182220,3192057,2622100,2025-03-03,2025-03-03,pet_sitting,Não Convertido,0.0,Sim,8.015,50.0,Não Converteu nenhuma das necessidades,1
1203054,343613,2696594,2025-03-01,2025-03-01,pet_sitting,Não Convertido,0.0,Sim,7.805833333,50.0,Converteu uma das necessidades,7
1203725,3213793,2241404,2025-03-02,2025-03-02,pet_sitting,Convertido,0.0,Sim,0.088888889,50.0,Converteu uma das necessidades,2
3326286,3216213,35205,2025-03-02,2025-03-03,boarding,Não Convertido,0.0,Sim,2.443888889,50.0,Não Converteu nenhuma das necessidades,2
1199854,414423,2446088,2025-03-04,2025-03-04,pet_sitting,Não Convertido,0.0,Sim,18.04,50.0,Não Converteu nenhuma das necessidades,7
1207266,3073248,2619638,2025-03-04,2025-03-04,pet_sitting,Não Convertido,62.0,Sim,14.126944444,50.0,Não Converteu nenhuma das necessidades,5
1202600,1765361,2612370,2025-03-03,2025-03-03,pet_sitting,Não Convertido,50.0,Sim,,50.0,Converteu uma das necessidades,3
1206280,2864407,1241963,2025-03-04,2025-03-04,pet_sitting,Não Convertido,85.0,Sim,15.483055556,50.0,Não Converteu nenhuma das necessidades,2
1206914,625300,1720297,2025-03-02,2025-03-02,day_care,Não Convertido,50.0,Sim,0.056666667,50.0,Converteu uma das necessidades,6
1194767,927216,2531585,2025-03-03,2025-03-03,pet_sitting,Não Convertido,80.0,Sim,19.921944444,50.0,Não Converteu nenhuma das necessidades,1
1199401,2417315,2445598,2025-03-01,2025-03-01,day_care,Não Convertido,50.0,Sim,,50.0,Não Converteu nenhuma das necessidades,5
1202922,2062408,2490171,2025-03-04,2025-03-05,day_care,Não Convertido,50.0,Sim,,50.0,Não Converteu nenhuma das necessidades,15
1204201,3214241,2624718,2025-03-02,2025-03-02,pet_sitting,Não Convertido,50.0,Sim,23.203611111,50.0,Não Converteu nenhuma das necessidades,3
1179645,3135259,1308705,2025-03-04,2025-03-04,pet_sitting,Não Convertido,50.0,Sim,47.825833333,50.0,Não Converteu nenhuma das necessidades,13
1175870,191778,2216426,2025-03-01,2025-03-01,pet_sitting,Não Convertido,50.0,Sim,42.861666667,50.0,Não Converteu nenhuma das necessidades,2
1206606,2974663,1998436,2025-03-04,2025-03-04,day_care,Não Convertido,50.0,Sim,2.614444444,50.0,Converteu uma das necessidades,4
3325474,1983496,987315,2025-03-03,2025-03-04,boarding,Não Convertido,0.0,Sim,0.077222222,55.0,Não Converteu nenhuma das necessidades,2
1201588,1926865,2642508,2025-03-05,2025-03-05,pet_sitting,Não Convertido,0.0,Sim,0.164722222,55.0,Não Converteu nenhuma das necessidades,6
1200110,3067172,1702406,2025-03-04,2025-03-04,pet_sitting,Convertido,60.0,Sim,0.243611111,55.0,Converteu uma das necessidades,1
1196164,2010143,1070752,2025-03-01,2025-03-02,pet_sitting,Convertido,55.0,Sim,,55.0,Converteu uma das necessidades,1
1191673,2792640,2480950,2025-03-02,2025-03-03,pet_sitting,Convertido,55.0,Sim,43.761111111,55.0,Converteu uma das necessidades,1
1205846,3215253,319033,2025-03-03,2025-03-03,day_care,Convertido,60.0,Sim,0.68,55.0,Converteu uma das necessidades,2
1196142,2010143,1070752,2025-03-03,2025-03-03,pet_sitting,Convertido,70.0,Sim,,55.0,Converteu uma das necessidades,1
1196167,2010143,1070752,2025-03-04,2025-03-05,pet_sitting,Convertido,70.0,Sim,,55.0,Converteu uma das necessidades,1
1200105,3210907,2210690,2025-03-04,2025-03-04,pet_sitting,Não Convertido,0.0,Sim,0.033333333,55.0,Não Converteu nenhuma das necessidades,1
1201894,3212571,2020448,2025-03-01,2025-03-01,pet_sitting,Não Convertido,0.0,Sim,0.903888889,55.0,Não Converteu nenhuma das necessidades,1
1191122,1880152,1196093,2025-03-03,2025-03-03,pet_sitting,Não Convertido,55.0,Sim,,55.0,Converteu uma das necessidades,2
1195652,3125238,2480950,2025-03-05,2025-03-05,pet_sitting,Não Convertido,55.0,Sim,,55.0,Converteu uma das necessidades,3
1201681,3072308,1070752,2025-03-01,2025-03-01,pet_sitting,Não Convertido,60.0,Sim,45.452777778,55.0,Converteu uma das necessidades,1
1206179,2343342,1901930,2025-03-04,2025-03-04,pet_sitting,Não Convertido,60.0,Sim,0.043333333,55.0,Não Converteu nenhuma das necessidades,10
3313760,2284845,10254,2025-03-01,2025-03-02,boarding,Não Convertido,0.0,Sim,1.984166667,60.0,Não Converteu nenhuma das necessidades,1
1197777,2749762,713097,2025-03-03,2025-03-03,pet_sitting,Convertido,75.0,Sim,,60.0,Converteu uma das necessidades,1
1200485,2782965,1365894,2025-03-04,2025-03-04,pet_sitting,Convertido,60.0,Sim,0.211111111,60.0,Converteu uma das necessidades,1
1197774,2749762,713097,2025-03-01,2025-03-01,pet_sitting,Convertido,60.0,Sim,,60.0,Converteu uma das necessidades,1
1202456,3212620,1292848,2025-03-03,2025-03-03,pet_sitting,Convertido,110.0,Sim,0.675833333,60.0,Converteu uma das necessidades,2
3326377,3146963,1555301,2025-03-04,2025-03-05,boarding,Não Convertido,100.80000305175781,Sim,2.381111111,60.0,Converteu uma das necessidades,1
1197283,3208229,2718981,2025-03-04,2025-03-04,pet_sitting,Não Convertido,60.0,Sim,,60.0,Não Converteu nenhuma das necessidades,1
1201302,3212123,3040436,2025-03-02,2025-03-02,pet_sitting,Não Convertido,60.0,Sim,55.033611111,60.0,Não Converteu nenhuma das necessidades,1
1201539,2199858,2589243,2025-03-05,2025-03-05,pet_sitting,Não Convertido,130.0,Sim,0.148055556,60.0,Converteu uma das necessidades,4
1183441,2979611,713097,2025-03-05,2025-03-05,pet_sitting,Não Convertido,85.0,Sim,,60.0,Converteu uma das necessidades,1
1175824,2307722,725724,2025-03-04,2025-03-04,pet_sitting,Não Convertido,60.0,Sim,0.126666667,60.0,Não Converteu nenhuma das necessidades,2
1180925,275816,3107539,2025-03-02,2025-03-02,pet_sitting,Não Convertido,70.0,Sim,0.046944444,60.0,Não Converteu nenhuma das necessidades,4
1199979,3140534,2402964,2025-03-03,2025-03-03,pet_sitting,Não Convertido,90.0,Sim,0.865277778,60.0,Não Converteu nenhuma das necessidades,1
1206650,1896161,2801363,2025-03-05,2025-03-05,pet_sitting,Não Convertido,80.0,Sim,,60.0,Não Converteu nenhuma das necessidades,3
1196594,3029130,3201261,2025-03-04,2025-03-04,pet_sitting,Não Convertido,65.0,Sim,1320.453888889,60.0,Não Converteu nenhuma das necessidades,2
1199010,3209827,2881,2025-03-03,2025-03-03,pet_sitting,Não Convertido,65.0,Sim,0.03,60.0,Não Converteu nenhuma das necessidades,1
3326743,3216729,1484305,2025-03-05,2025-03-06,boarding,Não Convertido,0.0,Sim,5.192222222,60.0,Não Converteu nenhuma das necessidades,2
1197325,3110728,2402964,2025-03-03,2025-03-03,pet_sitting,Não Convertido,60.0,Sim,8.836944444,60.0,Não Converteu nenhuma das necessidades,1
3319227,3211486,2224781,2025-03-01,2025-03-02,boarding,Não Convertido,0.0,Sim,9.399444444,60.0,Não Converteu nenhuma das necessidades,8
1205716,3201188,2532932,2025-03-04,2025-03-04,pet_sitting,Não Convertido,0.0,Sim,0.170555556,65.0,Não Converteu nenhuma das necessidades,5
3314737,3208095,2060442,2025-03-02,2025-03-03,boarding,Não Convertido,0.0,Sim,2.313333333,65.0,Não Converteu nenhuma das necessidades,1
1202873,1929265,2400441,2025-03-05,2025-03-05,pet_sitting,Não Convertido,85.0,Sim,,65.0,Converteu uma das necessidades,1
1190209,2732101,2400441,2025-03-03,2025-03-03,pet_sitting,Não Convertido,97.0,Sim,,65.0,Converteu uma das necessidades,2
1190210,2732101,2400441,2025-03-04,2025-03-04,pet_sitting,Não Convertido,97.0,Sim,,65.0,Converteu uma das necessidades,2
1196556,2399484,167318,2025-03-04,2025-03-04,pet_sitting,Não Convertido,108.0,Sim,25.788333333,65.0,Converteu uma das necessidades,1
3316330,3026253,1277115,2025-03-01,2025-03-02,boarding,Não Convertido,78.4000015258789,Sim,0.006111111,70.0,Não Converteu nenhuma das necessidades,7
1203097,1367715,894784,2025-03-01,2025-03-01,pet_sitting,Convertido,80.0,Sim,1.298888889,70.0,Converteu uma das necessidades,1
1197822,2414247,1721852,2025-03-04,2025-03-04,pet_sitting,Convertido,90.0,Sim,,70.0,Converteu uma das necessidades,1
1186527,1707543,408978,2025-03-02,2025-03-02,pet_sitting,Convertido,70.0,Sim,1.600833333,70.0,Converteu uma das necessidades,1
1197851,1858745,143511,2025-03-02,2025-03-02,pet_sitting,Convertido,0.0,Sim,22.798333333,70.0,Converteu uma das necessidades,1
1207737,3216632,1721852,2025-03-05,2025-03-05,pet_sitting,Não Convertido,90.0,Sim,,70.0,Converteu uma das necessidades,2
1179701,3135259,1521360,2025-03-02,2025-03-02,pet_sitting,Não Convertido,70.0,Sim,16.666111111,70.0,Não Converteu nenhuma das necessidades,13
